date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:07:38	2637/2637	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jun%202020%2016:10:35%20GMT	https://www.sliderrevolution.com/wp-content/uploads/2020/06/srlogo_light2.png	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/uploads/2020/06/srlogo_light2.png	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2021%20Aug%202022%2011:22:38%20GMT	http://www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/assets/dummy.10.delayed	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:39	68/68	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Aug%202022%2008:32:50%20GMT	https://www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:39	5349/5349	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:38:49%20GMT	https://www.sliderrevolution.com/wp-content/uploads/2021/11/tp_logo2.png	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/uploads/2021/11/tp_logo2.png	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2021%20Aug%202022%2011:22:39%20GMT	http://www.sliderrevolution.com/wp-content/uploads/2020/06/before_after_cover.jpg	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/uploads/2020/06/before_after_cover.jpg	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:39	13161/13161	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Sep%202020%2012:18:44%20GMT	https://www.sliderrevolution.com/wp-content/uploads/2020/06/before_after_cover.jpg	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/uploads/2020/06/before_after_cover.jpg	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2021%20Aug%202022%2011:22:39%20GMT	http://www.sliderrevolution.com/wp-content/uploads/2020/06/carousel_cover.jpg	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/uploads/2020/06/carousel_cover.jpg	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:40	15897/15897	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2012:15:42%20GMT	https://www.sliderrevolution.com/wp-content/uploads/2020/06/carousel_cover.jpg	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/uploads/2020/06/carousel_cover.jpg	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2021%20Aug%202022%2011:22:40%20GMT	http://www.sliderrevolution.com/wp-content/uploads/2020/06/particle_cover.jpg	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/uploads/2020/06/particle_cover.jpg	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:40	9568/9568	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Sep%202020%2012:18:44%20GMT	https://www.sliderrevolution.com/wp-content/uploads/2020/06/particle_cover.jpg	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/uploads/2020/06/particle_cover.jpg	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:41	4006/4006	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Nov%202020%2013:05:20%20GMT	https://www.sliderrevolution.com/wp-content/uploads/2020/10/codepen-header-200x113.jpg	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/uploads/2020/10/codepen-header-200x113.jpg	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:41	2015/2015	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202021%2007:01:59%20GMT	https://www.sliderrevolution.com/wp-content/uploads/2021/02/fancy-200x113.jpg	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/uploads/2021/02/fancy-200x113.jpg	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:41	3233/3233	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Feb%202022%2012:45:43%20GMT	https://www.sliderrevolution.com/wp-content/uploads/2021/05/drop-header-200x113.jpg	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/uploads/2021/05/drop-header-200x113.jpg	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:42	4560/4560	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Aug%202021%2012:42:06%20GMT	https://www.sliderrevolution.com/wp-content/uploads/2021/05/text-anim-200x113.jpg	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/uploads/2021/05/text-anim-200x113.jpg	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:42	4869/4869	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Jul%202020%2015:35:58%20GMT	https://www.sliderrevolution.com/wp-content/uploads/2020/05/ThumbQuickSetupSR-200x113.jpg	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/uploads/2020/05/ThumbQuickSetupSR-200x113.jpg	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:42	5101/5101	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Jul%202020%2015:45:45%20GMT	https://www.sliderrevolution.com/wp-content/uploads/2020/02/faqimg1-200x113.jpg	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/uploads/2020/02/faqimg1-200x113.jpg	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:42	5780/5780	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Sep%202020%2012:14:24%20GMT	https://www.sliderrevolution.com/wp-content/uploads/2020/04/sr6_featured2-200x113.jpg	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/uploads/2020/04/sr6_featured2-200x113.jpg	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:42	2403/2403	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Sep%202020%2012:13:59%20GMT	https://www.sliderrevolution.com/wp-content/uploads/2020/04/install-addon-1-200x68.jpg	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/uploads/2020/04/install-addon-1-200x68.jpg	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:43	1655/1655	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Sep%202020%2012:00:04%20GMT	https://www.sliderrevolution.com/wp-content/uploads/2020/02/mailicon-1.png	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/uploads/2020/02/mailicon-1.png	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:43	22825/22825	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2014%20Jun%202021%2008:34:07%20GMT	https://www.sliderrevolution.com/wp-content/plugins/blog-newsletter-gutenberg-block/front/dist/js/tp-newsletter-block.min.js?ver=2.0.2	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/plugins/blog-newsletter-gutenberg-block/front/dist/js/tp-newsletter-block.min4c56.js	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:43	128805/128805	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Aug%202022%2008:32:51%20GMT	https://www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.5.18	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/js/rbtools.min8331.js	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:43	391726/391726	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2012%20Aug%202022%2008:32:51%20GMT	https://www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.5.31	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/js/rs6.min9f6d.js	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:43	12228/12228	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2015%20Aug%202022%2005:20:30%20GMT	https://www.sliderrevolution.com/wp-content/cache/min/1/wp-content/themes/SliderRevolution/screen.js?ver=1660540830	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/cache/min/1/wp-content/themes/SliderRevolution/screen5071.js	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:44	4251/4251	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2008:44:25%20GMT	https://www.sliderrevolution.com/wp-content/themes/zakra/assets/js/navigation.min.js?ver=20151215	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/themes/zakra/assets/js/navigation.min4a7d.js	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:44	327/327	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2008:44:25%20GMT	https://www.sliderrevolution.com/wp-content/themes/zakra/assets/js/skip-link-focus-fix.min.js?ver=20151215	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/themes/zakra/assets/js/skip-link-focus-fix.min4a7d.js	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:44	4701/4701	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2008:44:25%20GMT	https://www.sliderrevolution.com/wp-content/themes/zakra/assets/js/zakra-custom.min.js?ver=6.0.1	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/themes/zakra/assets/js/zakra-custom.min37ad.js	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:44	36402/36402	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2015%20Aug%202022%2005:20:30%20GMT	https://www.sliderrevolution.com/wp-content/cache/min/1/wp-content/plugins/ajax-search-pro/js/min/external/simplebar.js?ver=1660540830	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/cache/min/1/wp-content/plugins/ajax-search-pro/js/min/external/simplebar5071.js	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:45	129119/129119	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2015%20Aug%202022%2005:20:30%20GMT	https://www.sliderrevolution.com/wp-content/cache/min/1/wp-content/plugins/ajax-search-pro/js/min/plugin/merged/asp.js?ver=1660540830	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/cache/min/1/wp-content/plugins/ajax-search-pro/js/min/plugin/merged/asp5071.js	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:45	7889/7889	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2003%20Jun%202022%2008:13:11%20GMT	https://www.sliderrevolution.com/wp-content/plugins/lazy-loading-responsive-images/js/lazysizes.min.js?ver=1654243991	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/plugins/lazy-loading-responsive-images/js/lazysizes.minb0d2.js	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:45	1872/1872	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2003%20Jun%202022%2008:13:11%20GMT	https://www.sliderrevolution.com/wp-content/plugins/lazy-loading-responsive-images/js/ls.unveilhooks.min.js?ver=1654243991	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/plugins/lazy-loading-responsive-images/js/ls.unveilhooks.minb0d2.js	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:45	14250/14250	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2015%20Aug%202022%2005:21:01%20GMT	https://www.sliderrevolution.com/wp-content/cache/min/1/wp-content/plugins/revslider-typewriter-addon/public/assets/js/revolution.addon.typewriter.js?ver=1660540861	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/cache/min/1/wp-content/plugins/revslider-typewriter-addon/public/assets/js/revolution.addon.typewritere41a.js	(from https://www.sliderrevolution.com/templates/wordpress-typewriter-effect/)
17:07:46	8891/8891	---M-Z	200	added ('OK')	text/css	date:Sun,%2021%20Aug%202022%2011:22:45%20GMT	https://use.typekit.net/uxu4kzp.css	C:/My%20Web%20Sites/sliderrr/use.typekit.net/uxu4kzp.css	(from https://www.sliderrevolution.com/wp-content/cache/min/1/5af191672252d6ed995494f6521c9413.css)
17:07:46	70/70	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Aug%202022%2008:32:50%20GMT	https://www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://www.sliderrevolution.com/wp-content/cache/min/1/5af191672252d6ed995494f6521c9413.css)
17:07:47	70/70	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Aug%202022%2008:32:50%20GMT	https://www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://www.sliderrevolution.com/wp-content/cache/min/1/5af191672252d6ed995494f6521c9413.css)
17:07:47	70/70	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Aug%202022%2008:32:50%20GMT	https://www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://www.sliderrevolution.com/wp-content/cache/min/1/5af191672252d6ed995494f6521c9413.css)
17:07:47	71/71	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Aug%202022%2008:32:50%20GMT	https://www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://www.sliderrevolution.com/wp-content/cache/min/1/5af191672252d6ed995494f6521c9413.css)
17:07:48	90/90	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Aug%202022%2008:32:50%20GMT	https://www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://www.sliderrevolution.com/wp-content/cache/min/1/5af191672252d6ed995494f6521c9413.css)
17:07:48	2093/2093	---M--	200	added ('OK')	image/gif	date:Fri,%2012%20Aug%202022%2008:32:50%20GMT	https://www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/My%20Web%20Sites/sliderrr/www.sliderrevolution.com/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://www.sliderrevolution.com/wp-content/cache/min/1/5af191672252d6ed995494f6521c9413.css)
17:07:48	5/5	---M--	200	added ('OK')	text/css	etag:%22613482d4-5%22	https://p.typekit.net/p.css?s=1&k=uxu4kzp&ht=tk&f=139.140.171.172.173.174.175.176.5474.5475.25136.25137&a=2188748&app=typekit&e=css	C:/My%20Web%20Sites/sliderrr/p.typekit.net/pd9ad.css	(from https://use.typekit.net/uxu4kzp.css)
17:07:48	16832/16832	---M--	200	added ('OK')	application/font-woff2	etag:%2296c7595dad6bb306bf9cc4c7a3b3d28654c7d636%22	https://use.typekit.net/af/2555e1/00000000000000007735e603/30/l?primer=7fa3915bdafdf03041871920a205bef951d72bf64dd4c4460fb992e3ecc3a862&fvd=n7&v=3	C:/My%20Web%20Sites/sliderrr/use.typekit.net/af/2555e1/00000000000000007735e603/30/l1eed	(from https://use.typekit.net/uxu4kzp.css)
17:07:49	17524/17524	---M--	200	added ('OK')	application/font-woff	etag:%2296c7595dad6bb306bf9cc4c7a3b3d28654c7d636%22	https://use.typekit.net/af/2555e1/00000000000000007735e603/30/d?primer=7fa3915bdafdf03041871920a205bef951d72bf64dd4c4460fb992e3ecc3a862&fvd=n7&v=3	C:/My%20Web%20Sites/sliderrr/use.typekit.net/af/2555e1/00000000000000007735e603/30/d1eed	(from https://use.typekit.net/uxu4kzp.css)
17:07:49	29636/29636	---M-Z	200	added ('OK')	font/opentype	etag:W/%2296c7595dad6bb306bf9cc4c7a3b3d28654c7d636%22	https://use.typekit.net/af/2555e1/00000000000000007735e603/30/a?primer=7fa3915bdafdf03041871920a205bef951d72bf64dd4c4460fb992e3ecc3a862&fvd=n7&v=3	C:/My%20Web%20Sites/sliderrr/use.typekit.net/af/2555e1/00000000000000007735e603/30/a1eed	(from https://use.typekit.net/uxu4kzp.css)
17:07:49	17284/17284	---M--	200	added ('OK')	application/font-woff2	etag:%2215e9c2a298cf592dcd5ccf5d7e8a9f660e7dd432%22	https://use.typekit.net/af/4de20a/00000000000000007735e604/30/l?primer=7fa3915bdafdf03041871920a205bef951d72bf64dd4c4460fb992e3ecc3a862&fvd=i7&v=3	C:/My%20Web%20Sites/sliderrr/use.typekit.net/af/4de20a/00000000000000007735e604/30/lbd66	(from https://use.typekit.net/uxu4kzp.css)
17:07:49	17968/17968	---M--	200	added ('OK')	application/font-woff	etag:%2215e9c2a298cf592dcd5ccf5d7e8a9f660e7dd432%22	https://use.typekit.net/af/4de20a/00000000000000007735e604/30/d?primer=7fa3915bdafdf03041871920a205bef951d72bf64dd4c4460fb992e3ecc3a862&fvd=i7&v=3	C:/My%20Web%20Sites/sliderrr/use.typekit.net/af/4de20a/00000000000000007735e604/30/dbd66	(from https://use.typekit.net/uxu4kzp.css)
17:07:50	30576/30576	---M-Z	200	added ('OK')	font/opentype	etag:W/%2215e9c2a298cf592dcd5ccf5d7e8a9f660e7dd432%22	https://use.typekit.net/af/4de20a/00000000000000007735e604/30/a?primer=7fa3915bdafdf03041871920a205bef951d72bf64dd4c4460fb992e3ecc3a862&fvd=i7&v=3	C:/My%20Web%20Sites/sliderrr/use.typekit.net/af/4de20a/00000000000000007735e604/30/abd66	(from https://use.typekit.net/uxu4kzp.css)
17:07:50	15752/15752	---M--	200	added ('OK')	application/font-woff2	etag:%2206335f51db1a9ca0d513d9d05d23c44aa353a69b%22	https://use.typekit.net/af/154cda/00000000000000007735e601/30/l?primer=7fa3915bdafdf03041871920a205bef951d72bf64dd4c4460fb992e3ecc3a862&fvd=n1&v=3	C:/My%20Web%20Sites/sliderrr/use.typekit.net/af/154cda/00000000000000007735e601/30/l5229	(from https://use.typekit.net/uxu4kzp.css)
17:07:50	16372/16372	---M--	200	added ('OK')	application/font-woff	etag:%2206335f51db1a9ca0d513d9d05d23c44aa353a69b%22	https://use.typekit.net/af/154cda/00000000000000007735e601/30/d?primer=7fa3915bdafdf03041871920a205bef951d72bf64dd4c4460fb992e3ecc3a862&fvd=n1&v=3	C:/My%20Web%20Sites/sliderrr/use.typekit.net/af/154cda/00000000000000007735e601/30/d5229	(from https://use.typekit.net/uxu4kzp.css)
17:07:50	28576/28576	---M-Z	200	added ('OK')	font/opentype	etag:W/%2206335f51db1a9ca0d513d9d05d23c44aa353a69b%22	https://use.typekit.net/af/154cda/00000000000000007735e601/30/a?primer=7fa3915bdafdf03041871920a205bef951d72bf64dd4c4460fb992e3ecc3a862&fvd=n1&v=3	C:/My%20Web%20Sites/sliderrr/use.typekit.net/af/154cda/00000000000000007735e601/30/a5229	(from https://use.typekit.net/uxu4kzp.css)
17:07:50	16520/16520	---M--	200	added ('OK')	application/font-woff2	etag:%22a3d538c23d09741fce0412001254aa0f10a23942%22	https://use.typekit.net/af/7283cd/00000000000000007735e608/30/l?primer=7fa3915bdafdf03041871920a205bef951d72bf64dd4c4460fb992e3ecc3a862&fvd=i1&v=3	C:/My%20Web%20Sites/sliderrr/use.typekit.net/af/7283cd/00000000000000007735e608/30/la96e	(from https://use.typekit.net/uxu4kzp.css)
17:07:51	17152/17152	---M--	200	added ('OK')	application/font-woff	etag:%22a3d538c23d09741fce0412001254aa0f10a23942%22	https://use.typekit.net/af/7283cd/00000000000000007735e608/30/d?primer=7fa3915bdafdf03041871920a205bef951d72bf64dd4c4460fb992e3ecc3a862&fvd=i1&v=3	C:/My%20Web%20Sites/sliderrr/use.typekit.net/af/7283cd/00000000000000007735e608/30/da96e	(from https://use.typekit.net/uxu4kzp.css)
